id,name,system
33518,"Savery Port",9696
33519,"O'Connor Gateway",9696
33520,"Bean Port",9696
33521,"Kepler Port",9696
33670,"Rukavishnikov Installation",9656
33724,"Hay Hub",9595
33725,"Michell Station",9595
33752,"von Helmont Depot",9875
33753,"Sevastyanov Survey",9875
33809,"Schmidt Survey",9878
33810,"Swift Horizons",9878
33994,"Westphal Prospect",9811
33995,"Ban Vision",9811
34090,"England Point",9782
34188,"Tanner Horizons",9831
34332,"Levi-Strauss Hub",9763
34333,"Ampere Dock",9763
34427,"Digges Depot",9880
34716,"Hopkins Legacy",9786
34750,"Barr Mines",9848
34751,"Rigaux Colony",9848
34752,"Tanaka Vision",9848
34800,"Lewis Platform",9592
34814,"Glazkov Terminal",9865
34815,"Binnie Ring",9865
34825,"Carsono Landing",9866
34829,"Korniyenko Terminal",9764
34830,"Goddard Dock",9764
34831,"Deb Orbital",9764
34832,"Hirase Port",9764
34833,"Stebler Terminal",9764
34834,"Prunariu Station",9764
34903,"Meitner City",9851
34904,"Galilei Ring",9851
34932,"Stebbins Hub",9754
35015,"Bennett Enterprise",9925
35048,"Szilard Orbital",9722
35049,"Bridges Terminal",9722
35050,"Eyharts Hub",9722
35112,"Madsen Landing",9919
35113,"Phillips Platform",9919
35304,"Hirn Dock",9896
35305,"Berkey Vision",9896
35424,"Savorgnan de Brazza Survey",9708
35491,"Brule Mines",9820
35492,"Effinger Port",9820
35518,"Skjellerup Port",9671
35519,"Qushji Terminal",9671
35520,"Shoujing Platform",9671
36241,"Wakata Port",9791
36242,"Kimbrough Station",9791
36262,"Anderson Orbital",9874
36380,"Peirce Orbital",9930
36381,"Haber's Exile",9930
36546,"Al-Jazari Refinery",9921
36547,"Arkwright Refinery",9921
36642,"Archimedes Horizons",9825
36707,"Ingstad Orbital",9794
36708,"Reed Landing",9794
36734,"Frick Enterprise",9766
36735,"Ashby Hub",9766
36736,"Braun Orbital",9766
36741,"Bowell Port",9914
36742,"Roelofs Terminal",9914
36743,"Shajn Terminal",9914
36796,"Bulgakov Dock",9818
36837,"Peral Landing",9596
36977,"Friesner Base",9781
36990,"Gunter Hub",9682
36991,"Addams Hub",9682
37047,"Roentgen Landing",9591
37048,"Liska Terminal",9591
37077,"Messerschmitt Port",9923
37116,"Scortia Colony",9667
37196,"Sladek Dock",9917
37197,"Bendell Platform",9917
37780,"Royo Stop",9699
38048,"Gelfand Relay",9759
38343,"Bombelli Dock",9812
38344,"Przhevalsky Enterprise",9812
38345,"Carstensz Port",9812
38346,"Shaara Terminal",9812
38347,"Katzenstein Orbital",9812
38348,"Bailey Enterprise",9812
38349,"Emshwiller Terminal",9812
38395,"Ore Terminal",9907
38396,"Cochrane Terminal",9907
38397,"McDaniel Station",9907
38398,"Froude Station",9907
38399,"Hennepin Enterprise",9907
38400,"Fontenay Orbital",9907
38401,"Luiken Port",9907
38402,"McDonald Port",9907
38464,"Argelander Mines",9752
38465,"Melotte Vision",9752
38468,"Phillips' Claim",9908
38510,"Maine Terminal",9867
38511,"Zoline Station",9867
38512,"Paez Hub",9867
38549,"Stein Retreat",9938
38691,"Bailly Point",9904
38693,"Haro Point",9736
38912,"Sakers Outpost",9859
38951,"Zettel Enterprise",9911
39007,"Piaget Beacon",9749
39015,"Hampson Mines",9601
39016,"Vaucouleurs Platform",9601
39017,"Eddington Vision",9601
39063,"Lee Escape",9745
39080,"Sternberg Mine",9826
39320,"Steiner City",9895
39321,"Navigator Port",9895
39633,"Levinson City",9662
39730,"Seitter Landing",9915
39731,"Hoyle Colony",9915
40535,"Paczynski Relay",9750
40536,"Kojima Vision",9750
40785,"Wirtanen's Claim",9873
40786,"Sikorsky Survey",9873
40980,"McMonagle Station",9792
40981,"Voss Dock",9792
40982,"Murray Dock",9792
41188,"Abe Ring",9681
41189,"Naboth Gateway",9681
41190,"Wilhelm Klinkerfues Colony",9681
41222,"Schmitt Hub",9604
41223,"Antonelli Depot",9604
41319,"Goddard Dock",9886
41320,"Dorsett Port",9886
41520,"Ray Platform",9833
41521,"Smeaton Landing",9833
41529,"Crook Works",9780
41530,"Rand Survey",9780
41575,"South City",9608
41604,"Archimedes Colony",9684
41700,"Mizuno Vision",9935
41765,"Sladek Plant",9789
41766,"Larson Dock",9789
41840,"Read Settlement",9650
41891,"Palitzsch City",9725
41892,"Shunkai Plant",9725
41959,"Ayton Innes Station",9589
41960,"Goodricke Survey",9589
42067,"Wafer Landing",9779
42068,"Vries Vision",9779
42074,"Ibold Keep",9788
42156,"Levinson Enterprise",9669
42208,"Morgan's Inheritance",9771
42235,"Ilyushin Landing",9805
42335,"Webb's Claim",9871
42458,"Fadlan Barracks",9870
42467,"Nansen Lab",9710
42489,"Nikitin Bastion",9803
42554,"Rolland Market",9860
42603,"Serre Survey",9870
42618,"Gregory Silo",9816
42630,"Ellis Penal colony",9797
42639,"Miletus Relay",9939
42692,"Koontz Base",9842
42696,"Tapinas Depot",9715
42703,"Jordan's Claim",9834
42719,"Gunn Beacon",9712
42929,"Nixon Prospect",9752
43029,"Gotlieb Base",9918
43164,"Kanwar Works",9794
43365,"He Base",9601
43526,"Fuchs Silo",9738
43527,"Stasheff Laboratory",9738
43575,"Pohl Keep",9899
43589,"Piper Survey",9916
43731,"Jones Penal colony",9794
43744,"Stromgren Arsenal",9805
43822,"Vasquez de Coronado's Inheritance",9822
43826,"Laird Silo",9822
43843,"Pippin Installation",9765
43888,"Dickson Point",9608
43989,"Oramus Hub",9787
44028,"Soddy Asylum",9875
44118,"Massimino Sanctuary",9749
44128,"Haarsma Barracks",9671
44390,"Meucci Horizons",9757
44604,"Betancourt Plant",9803
44612,"Macdonald Holdings",9788
44622,"Markov Oasis",9602
44733,"Noli Beacon",9832
44750,"Moskowitz Beacon",9822
44825,"Younghusband Point",9893
44831,"Levinson Relay",9891
44851,"Webb Arsenal",9885
44864,"Dias Observatory",9885
44982,"Krusvar Installation",9658
44988,"Cook Survey",9755
45034,"Wegener Depot",9742
45046,"Johnson Laboratory",9844
45062,"Emshwiller Terminal",9678
45196,"Husband Horizons",9705
45231,"Vasyutin Landing",9661
45257,"Schumacher Beacon",9671
45259,"Gustafsson's Folly",9671
45333,"Chaudhary Silo",9653
45350,"Vasquez de Coronado Settlement",9878
45372,"Doyle Survey",9712
45397,"Mieville Installation",9921
45431,"Pavlou Prospect",9841
45437,"Wisoff Prospect",9785
45508,"Howard Plant",9932
45569,"Hoyle Vision",9809
45583,"Lagrange Barracks",9943
45627,"Herreshoff Point",9796
45670,"Freas Survey",9682
45761,"Deere Hub",9906
45966,"Noon Vision",9598
46079,"Westerfeld Gateway",9668
46092,"Baillaud Keep",9835
46488,"Cartan Settlement",9927
46676,"Hedley Exchange",9710
46698,"Fawcett Plant",9823
46787,"Mayer Beacon",9761
46808,"Olahus Lab",9834
46809,"Kuttner Prospect",9834
46811,"Peebles Landing",9834
46812,"Chern Works",9834
46813,"Gray Installation",9834
46814,"Ptack Escape",9834
47002,"Hillary Landing",9715
47003,"Potagos Laboratory",9715
47004,"Abbott Horizons",9715
47005,"Tepper's Progress",9715
47006,"Bear Depot",9715
47007,"Coblentz Installation",9715
47008,"Curtiss Base",9715
47070,"Vonnegut Hub",9809
47307,"Jones Relay",9761
47320,"Teng-hui Point",9890
47642,"Eilenberg Terminal",9787
47645,"Thomas Keep",9790
47694,"Benyovszky Depot",9891
47730,"Dickinson Observatory",9655
47781,"Needham's Claim",9786
47875,"Ochoa Vision",9697
47879,"Garfinkle Depot",9697
48020,"Diesel's Inheritance",9924
48111,"Brooks Beacon",9598
48156,"Fiennes Landing",9716
48279,"Robinson Landing",9677
48406,"Metz Silo",9896
48441,"Collins Point",9703
48505,"Xiaoguan Bastion",9871
48543,"Reynolds Installation",9816
48586,"Galiano's Claim",9940
48658,"Wheelock Landing",9852
48712,"Daniel Holdings",9850
48777,"Henderson Settlement",9841
48778,"Szameit Barracks",9841
48779,"Mikoyan Beacon",9841
48780,"Friesner Beacon",9841
48781,"Schwarzschild Beacon",9841
48782,"Burroughs Stop",9841
48783,"Griffiths Lab",9841
48784,"McMahon Prospect",9841
48846,"Lundmark Vista",9712
48847,"Kidd Observatory",9712
48848,"Bordage Settlement",9712
48849,"Tombaugh Installation",9712
48850,"Dall Base",9712
48851,"Bracewell Arsenal",9712
48853,"Biesbroeck Landing",9712
48966,"Coelho Beacon",9608
48985,"Schiaparelli Prospect",9844
48989,"Amano Installation",9804
48998,"Robinson Landing",9764
49171,"Soper Lab",9687
49390,"Forfait Landing",9839
49442,"Hahn Prospect",9739
49579,"Shelley Landing",9907
49628,"Payne Relay",9783
49676,"Chapman's Folly",9858
49711,"Heaviside Arsenal",9883
49715,"Beaumont Camp",9742
49727,"Napier Depot",9832
49817,"Egan Penal colony",9840
50014,"Eddington Base",9661
50073,"Judson Gateway",9798
50108,"Hart Point",9755
50120,"Yolen Landing",9798
50147,"Brunel Bastion",9935
50288,"Walker Depot",9924
50293,"Scortia's Progress",9822
50622,"Riemann Settlement",9812
50642,"Abbott Vista",9602
50643,"Champlain Enterprise",9602
50644,"Gentle Escape",9602
50645,"Cook Enterprise",9602
50709,"Houtman Prospect",9874
50735,"Palmer's Progress",9892
50750,"Stjepan Seljan Enterprise",9701
50818,"Galton Landing",9927
50825,"Bamford Camp",9653
50830,"Balandin's Progress",9735
50845,"Kornbluth Depot",9735
50994,"Fu Hub",9599
51193,"Plante Bastion",9729
51252,"Blish Installation",9609
51288,"Wohler Camp",9903
51333,"Cogswell Settlement",9720
51352,"Bridger Observatory",9774
51404,"Sturckow Installation",9832
51407,"Feustel Observatory",9832
51409,"Goeschke Settlement",9832
51509,"Ingstad Terminal",9653
51601,"Murphy's Claim",9907
51618,"Fuchs Arsenal",9740
51629,"Wilhelm Settlement",9609
51630,"Cousin Point",9609
51636,"Schirra Prospect",9800
51665,"Franklin Holdings",9800
51705,"Clapperton Depot",9817
51775,"Ashby Installation",9755
51800,"Veblen Works",9750
51811,"Dunn Installation",9903
51843,"Shinn's Inheritance",9892
51962,"Forbes' Folly",9655
51963,"Bering's Folly",9655
51965,"Darboux's Progress",9655
51966,"Hunt's Folly",9655
51967,"Rondon Vista",9655
51968,"Dayuan Vision",9655
51973,"Gresh Depot",9701
52437,"Ito Prospect",9711
52440,"Back Prospect",9758
52441,"Cassidy Refinery",9758
52527,"Quick Survey",9774
52560,"Brash's Folly",9605
52612,"Bates Base",9728
52621,"Abe Installation",9905
52622,"Reichelt Beacon",9905
52650,"von Biela Base",9773
52651,"Czerny Terminal",9773
53093,"Phillpotts Town",9862
53097,"Chiang Works",9830
53099,"Onizuka Penal colony",9723
53100,"Bacigalupi Enterprise",9723
53101,"Nikitin Vision",9703
53107,"Andersson Holdings",9757
53115,"la Cosa Oasis",9770
53638,"Chilton Base",9877
53649,"Savitskaya Enterprise",9760
53719,"Bertin Refinery",9813
53727,"Kondakova Prospect",9853
54187,"Flammarion Terminal",9675
54348,"Ambartsumian Prospect",9847
54410,"Tasman Legacy",9720
54411,"Rond d'Alembert Base",9922
54468,"Puleston Vision",9928
54492,"Bao Silo",9700
54762,"Shaw Base",9936
54868,"Salgari Beacon",9673
54936,"Bohrmann Camp",9807
55019,"Yize Survey",9909
55020,"Phillips Silo",9909
55026,"Asimov Vision",9808
55027,"Mayer Base",9808
55472,"Wood Camp",9679
55473,"Montrose Lab",9679
55522,"Frechet Installation",9946
55623,"Herreshoff's Folly",9889
55624,"Dorsey Depot",9889
55631,"Binder Refinery",9901
55675,"Hardy Depot",9775
55676,"Piercy Stop",9775
55677,"Bachman Observatory",9775
55678,"Sladek Settlement",9775
55679,"Stefansson Holdings",9775
55680,"Gordon Base",9775
55715,"Williams Beacon",9933
55758,"Stein Depot",9931
55771,"Bentham's Inheritance",9734
55903,"Rutherford Installation",9912
55938,"Laplace Settlement",9724
55948,"Rontgen Refinery",9603
55975,"Soto Holdings",9806
55976,"Linaweaver Plant",9806
55982,"Zalyotin Hub",9714
55983,"Altshuller Horizons",9714
56012,"Williamson Horizons",9854
56014,"Kalam Keep",9670
56048,"Conklin Prospect",9945
56049,"Amnuel's Claim",9709
56062,"Jones Point",9929
56063,"Dietz Base",9929
56123,"Moore Prospect",9719
56218,"Isherwood Holdings",9762
56386,"Khrenov Bastion",9730
56492,"Russell Base",9900
56569,"Bailey Landing",9776
56572,"Irens Survey",9910
57062,"Lie Vision",9606
57075,"Shipton Beacon",9869
57076,"Stjepan Seljan Terminal",9869
57077,"Pond Penal colony",9869
57097,"Hiraga Silo",9690
57470,"Saunders Base",9590
57471,"Palisa Installation",9590
57553,"Pirsan Silo",9693
57649,"Oren Silo",9824
57650,"Vaucanson Relay",9824
57795,"Diamond Survey",9748
57806,"Janifer Point",9727
57807,"Lasswitz Vista",9727
57836,"Frobenius Landing",9784
57889,"Langford Installation",9769
57967,"Raleigh Hub",9686
57981,"Carlisle's Folly",9651
57982,"Beekman Depot",9651
58093,"Barbosa Survey",9600
58135,"Cabrera Prospect",9840
58413,"Silva Installation",9731
58502,"Aldiss Vision",9821
58503,"Bates Lab",9821
58520,"Galiano Enterprise",9610
58581,"Navigator Holdings",9704
58696,"Banneker Point",9819
58697,"Ponce de Leon Hub",9819
58698,"Goonan Holdings",9819
58699,"Herreshoff Enterprise",9819
58747,"Watts Landing",9887
58842,"Dann Settlement",9696
58843,"Sleator Terminal",9696
58844,"Petaja Depot",9696
58940,"Flynn Prospect",9595
58941,"Johri Penal colony",9595
59045,"Goryu Oasis",9811
59138,"Pauli Survey",9831
59196,"Wilhelm Klinkerfues' Progress",9695
59203,"Wilkes Base",9763
59407,"Kotzebue Base",9592
59416,"Guerrero Camp",9865
59417,"Disch Arena",9865
59427,"Lessing Vista",9764
59428,"Levy Gateway",9764
59525,"Katzenstein's Folly",9722
59695,"Tucker Lab",9708
59729,"Francis Reach",9820
59730,"Wrangell Bastion",9820
59776,"Lousma Keep",9661
59777,"Bokeili Prospect",9661
60065,"Narvaez Silo",9654
60070,"Cantor Holdings",9755
60071,"Barth Point",9755
60095,"Egan Relay",9874
60340,"Cartan Camp",9766
60341,"Macan Relay",9766
60344,"Heinlein Depot",9914
60365,"Kuttner Camp",9818
60381,"Hillary Vision",9596
60382,"Adams Point",9596
60451,"Vaez de Torres' Inheritance",9781
60491,"Bloch Settlement",9591
60507,"Lee Enterprise",9923
60530,"Lynn Prospect",9713
60797,"Koishikawa Base",9799
60798,"Whitford Vision",9799
60799,"Humphreys Beacon",9799
60914,"Crown Survey",9759
61034,"Pauli's Claim",9884
61079,"Gernsback Legacy",9812
61163,"Irwin Plant",9867
61164,"Guidoni Point",9867
61189,"Strekalov Landing",9751
61250,"Wolf Relay",9736
61352,"Hedley Hub",9911
61353,"Britnev Observatory",9911
61390,"Crown Survey",9745
61483,"Obruchev Point",9895
61667,"Ludwig Struve Camp",9915
61888,"Dorsey Laboratory",9814
61889,"Burnham Survey",9814
62143,"Macedo Base",9873
62226,"Burckhardt Installation",9792
62235,"Resnik Exchange",9672
62236,"Ostrander Reach",9672
62332,"Hooker Observatory",9681
62395,"Hughes-Fulford Survey",9886
62477,"Arnarson's Progress",9780
62502,"Harper Relay",9684
62667,"Bowell Depot",9589
62811,"Friend Survey",9916
62812,"McKay Landing",9916
16,"Brunel Station",10166
17,"Maclaurin Prospect",10166
256,"Konscak Station",10104
408,"McCool City",10057
540,"Bernard City",10265
608,"Moore Dock",10105
879,"Thirsk Point",10064
923,"Cadamosto Orbital",10189
930,"McKay Hub",10189
1021,"Pournelle Hub",10260
1195,"Shaikh Port",10199
1364,"Sarich Port",10098
1384,"Bresnik Orbital",10098
1394,"Shepard Port",10098
1433,"Drzewiecki Landing",10208
1456,"Stillman Station",10263
1467,"Powell Platform",10045
1829,"Zaschka Outpost",10264
1845,"Ohain Mines",10081
1929,"Moseley Settlement",10207
1940,"Illy Platform",9958
1945,"Shatalov Survey",9958
1950,"Wells Dock",10181
1994,"Pribylov Port",10158
1997,"Ricci Port",10067
2012,"Rechtin Dock",10081
2080,"Wellman Gateway",10115
2155,"Mach Dock",10115
2183,"Gohar Station",10034
2215,"Pelliot Terminal",10052
2240,"Artsutanov Station",10212
2304,"Ulloa City",10212
2528,"Bacon Gateway",10184
2533,"Mikoyan City",9988
2594,"Shepherd Orbital",10041
2676,"Curtiss Station",10215
2680,"Samos Orbital",10215
2688,"Lyne Port",10215
2754,"Whitson Vision",10161
3289,"Petaja Settlement",10036
3366,"Keyes Refinery",10145
3380,"Beer Station",10084
3406,"Barry Gateway",10140
3780,"Laird Enterprise",10169
3781,"Big Harry's Monkey Hangout",10169
3784,"Henderson Station",10215
3822,"Lindstrand Gateway",10212
3941,"Hevelius Dock",10019
4037,"Cayley Dock",10202
4415,"Engle Station",10072
4772,"Vinge Colony",9989
4776,"Rocklynne Outpost",9989
4894,"Bester Terminal",10101
4991,"Saunders Orbital",10112
5031,"Battuta Port",9976
5060,"Henson Station",10169
5092,"Asire Dock",10105
5117,"Efremov Prospect",10036
5125,"Cardano Port",10164
5221,"Schmidt Port",10084
7168,"Manakov Ring",9956
7169,"Markham Orbital",9972
7170,"Jahn Station",10020
7171,"Poleshchuk Port",10020
7172,"Sturckow City",10020
7173,"Cernan Dock",10034
7174,"Szebehely Hub",10034
7175,"Elvstrom Platform",10043
7176,"Reed Stop",10043
7177,"Kagan Installation",10045
7178,"Canty Landing",10058
7179,"England Hub",10066
7180,"Metcalf Dock",10066
7181,"Sarafanov Survey",10066
7182,"Rand Colony",10071
7183,"Sutcliffe Platform",10076
7184,"Coney Port",10105
7185,"Mitchell Orbital",10105
7190,"Lee Dock",10116
7191,"Mikoyan Ring",10121
7192,"Mead Settlement",10122
7193,"Mies van der Rohe Colony",10122
7195,"Onizuka Vision",10128
7199,"Lind Station",10141
7200,"Meitner Gateway",10141
7201,"Weber Station",10141
7202,"Finney Ring",10142
7203,"Lyell Hub",10177
7204,"Glashow Terminal",10185
7205,"Hurston Hangar",10185
7206,"Harrison's Pride",10191
7207,"Ings Colony",10191
7208,"Willis City",10200
7209,"Bamford Mine",10204
7210,"Andoyer Station",10212
7211,"Lintott Port",10212
7212,"McQuarrie Vision",10212
7213,"Pond Ring",10212
7214,"Vess Hub",10212
7215,"Woodroffe Dock",10212
7216,"Baynes Terminal",10226
7217,"Brorsen Installation",10226
7218,"Nakamura Port",10237
7219,"Bunnell Ring",10239
7220,"Gunn Terminal",10239
7222,"Foda Orbital",10251
7223,"Payette Hub",10251
7225,"Robinson Station",10255
9220,"Millosevich Colony",10206
9221,"Herschel Installation",10206
9331,"Chamitoff Horizons",10050
9333,"Tereshkova Terminal",10050
9412,"Harding Station",10124
9530,"Thompson Ring",10180
10042,"Stephenson Works",10064
10054,"Onizuka Settlement",10118
10066,"Heceta's Inheritance",10262
10218,"Hornoch Dock",10012
10401,"Illy Dock",10207
10445,"Barth Prospect",9950
10470,"Hovell Hub",10246
10669,"Staden Dock",10111
10791,"Barnard Port",10107
10810,"Bruce Enterprise",10258
10849,"Haberlandt Dock",10115
10973,"Xuanzang Reformatory",9987
10978,"Lysenko Relay",10187
11085,"Helin Terminal",10107
11090,"McIntosh Terminal",10107
11155,"Shirley Hub",10051
11158,"Rothman Depot",10051
11163,"Nikitin Station",10048
11164,"Stephenson Gateway",10048
11167,"Popper Orbital",10048
11210,"Sabine Orbital",10107
11212,"Skjellerup Terminal",10107
11213,"Barnwell Station",10107
11214,"Seyfert Dock",10107
11262,"Feustel Terminal",10134
11473,"Newcomb Station",10174
11496,"Judson Ring",10196
11711,"Robinson Installation",10144
12019,"Binder Prospect",10114
12020,"Gerrold Dock",10114
12026,"Klimuk Ring",10172
12027,"Kooi Hub",10172
12254,"Moriarty Mine",10255
12368,"Manning Dock",10031
12423,"Low Survey",9954
12677,"Crown Station",10167
12765,"Fraas Orbital",10186
12822,"Lovelace Hangar",10097
12824,"Henry Plant",10097
12942,"Samuda Retreat",10244
12943,"Spurzem Terminal",10124
12948,"Mendez Terminal",10162
13039,"Duxford Station",10147
13063,"Korzun Platform",10136
13145,"Schwarzschild Port",10057
13187,"Birmingham Freeport",10145
13203,"Lorenz Horizons",9984
13305,"Noli Dock",9952
13317,"Mouhot Colony",10188
13328,"Herndon Orbital",10188
13336,"Naburimannu Dock",10215
13346,"Bessel Terminal",10215
13347,"Friedman Port",10215
13359,"Russell Mine",10236
13501,"Jodrell Bank",10147
13630,"August von Steinheil Base",10125
13725,"Land Orbital",10002
13825,"Nakaya Legacy",9981
13929,"Dampier Depot",10144
13948,"Karlsefni Survey",10123
13966,"Belyayev Orbital",10134
13967,"Gooch Enterprise",10134
14124,"Shepard Platform",10260
14160,"Michael Orbital",10019
14354,"Rasmussen Port",10109
14357,"Plante Station",10109
14402,"Erdos Port",10142
14403,"Payson Terminal",10142
14724,"Newcomb Orbital",10053
14917,"Krigstein Prospect",10154
14918,"Asami Landing",10154
14919,"Jekhowsky Vision",10154
14920,"Behnisch Terminal",10203
14921,"Esposito Vision",10203
14993,"Fabian Port",10053
15032,"Stanley Estate",9970
15034,"Janifer Port",10015
15035,"Samuda Orbital",10015
15036,"Lorrah Vision",9970
15112,"Icelock",10168
15165,"Kidinnu Hub",9996
15166,"Ikeya City",9996
15167,"Hay Orbital",9996
15358,"Shinjo Ring",10090
15374,"Fraas Depot",10225
15470,"Brooks' Folly",10216
15475,"Nicholson Landing",10067
15521,"Matthews Station",10124
15596,"Oppenheimer Hub",9976
15831,"Laird Ring",10210
15869,"Shirazi Vision",10256
15871,"Knorre Station",10256
15872,"Hiyya Dock",10256
15922,"Selous Reformatory",10003
15993,"Solovyev Horizons",9971
16084,"Chernykh Hub",10124
16085,"Ptack Terminal",10124
16086,"Hoffleit Port",10124
16087,"Huggins Station",10124
16123,"Goddard Station",10265
16124,"Eratosthenes Hub",10265
16441,"Varley Hangar",10208
16478,"Lessing Depot",9995
16767,"Jenkinson Freeport",10078
16768,"Guerrero Prospect",10078
16812,"Ziemkiewicz Gateway",10243
16815,"Bernoulli Orbital",10238
16816,"Freycinet Platform",10238
16817,"Hartog Terminal",10238
16826,"Pogue Point",10136
16859,"Baker Dock",10143
16860,"Slade Dock",10143
17024,"Julian Hub",10059
17127,"Kovalevskaya Prospect",10039
17191,"Shoemaker Station",10113
17215,"MacCurdy City",10109
17252,"Padalka Station",10170
17540,"Anvil Hub",10158
17543,"Kovalevskaya Holdings",10158
17637,"Durrance Landing",10225
17667,"Lavoisier Dock",10128
17721,"Shunn Platform",10229
17883,"Matthaus Olbers Dock",10139
17900,"Fontana Mines",10176
18059,"Steele Dock",9952
18063,"Wrangell Horizons",10160
18107,"Takahashi Station",10153
18108,"Bok Oasis",10153
18199,"Wankel Survey",10187
18218,"Stewart Terminal",10062
18246,"Pohl Hub",10258
18265,"Donaldson Orbital",10015
18266,"Hamilton City",10015
18267,"Cousteau Port",10015
18268,"Lee Dock",10015
18601,"Khrenov Dock",10262
18658,"Lukyanenko Port",10150
18659,"Fox Orbital",10150
18718,"Cantor Gateway",10182
18719,"Kozin Hub",10182
18765,"Reynolds Hub",9964
19041,"Popov Colony",10129
19044,"Nakaya Settlement",10129
19243,"Kirkwood Station",10100
19293,"Hale Landing",10042
19294,"Hopkins Port",10042
19348,"Gentle Survey",10155
19665,"Grzimek Dock",9969
19882,"Eggleton Platform",10226
20173,"Dunn City",10148
20174,"Durrance Hub",10148
20175,"Baird Orbital",10148
20417,"Kozlov Terminal",10135
20418,"Williamson Platform",10135
20548,"Giles Landing",9950
20595,"Heinkel Port",10232
20596,"Gaughan Orbital",10232
20597,"Lindblad Station",10232
20637,"Helms Depot",10110
20685,"Bohr Horizons",10138
20869,"Saavedra Plant",10014
20870,"Aikin Landing",10014
20910,"Polya Sanctuary",10242
20932,"Kube-McDowell Prospect",10039
20933,"Bloch Survey",10039
20959,"Bisson Prospect",10114
21003,"Asher Platform",10249
21084,"Carpenter Point",10131
21085,"Lanchester Outpost",10131
21884,"Hale Terminal",10011
21885,"Dana City",10011
21890,"Ordway Hangar",10209
21891,"Soukup Hangar",10209
21892,"Larson Station",10209
22033,"Balandin Enterprise",10140
22057,"Ulloa's Claim",10037
22064,"van de Hulst Vision",9990
22065,"Luyten Plant",9990
22187,"Dias Reformatory",10201
22424,"Sturgeon Dock",10001
22425,"Klein Hub",10001
22426,"Watt-Evans Terminal",10001
22434,"Beliaev Installation",9951
22435,"Barr Plant",9951
22472,"Macarthur Mines",10180
22473,"Rontgen City",10180
22629,"Firsoff Landing",10089
22630,"Battani Landing",10089
23068,"Veblen Camp",9985
23069,"Clauss Mines",9985
23137,"Fozard Refinery",10163
23138,"Ocampo Legacy",10163
23197,"Zhuravleva Orbital",9986
23198,"Hall Colony",9986
23719,"Kohoutek Mines",10092
23720,"Dhawan Platform",10092
23809,"DiFate Terminal",9968
23810,"Dixon Station",9968
23811,"Boss Dock",9968
23812,"Johri Terminal",9968
23813,"Joseph Delambre Terminal",9968
23814,"Tago Vision",9968
24086,"Yaping Colony",10024
24087,"Meikle Platform",10024
24188,"Rolland Oasis",10006
24189,"Martin Retreat",10006
24242,"Godwin Port",10252
24571,"Warner Landing",10111
24572,"Stokes Prospect",10052
24619,"Shaara Landing",10009
24620,"Hui Orbital",10009
24743,"Horch Retreat",10133
24798,"Brashear Landing",9962
24799,"van der Riet Woolley Orbital",9962
24848,"Bailey Dock",10093
24849,"Pytheas Dock",10093
24850,"Alexeyev Platform",10093
24995,"Houssay Hub",10184
24996,"Walter Ring",10184
25014,"Mason Platform",10120
25346,"Ahnert-Rohlfs Gateway",10165
25347,"Boss Terminal",10165
25348,"Challis Terminal",10165
25523,"Rond d'Alembert Hub",10040
25524,"Levi-Civita Hub",10040
25525,"Lanier Colony",10040
25600,"Sagan Dock",9975
25601,"Grimwood Camp",9975
25720,"Koontz Settlement",10183
25721,"Collins Terminal",10183
25917,"Mattingly Hangar",10073
25977,"McKee Terminal",10117
26088,"Vespucci Prospect",10013
26141,"Coande Point",10018
26142,"Crossfield Settlement",10018
26440,"Soto Dock",10033
26441,"Weyl Orbital",10033
26442,"Thompson Terminal",10033
26483,"Elmore Station",10205
26484,"Cowell Orbital",10205
26485,"Suntzeff Gateway",10205
26537,"Daqing Relay",10055
26538,"Osterbrock Dock",10055
26593,"Cartwright Terminal",9956
26594,"Piper Port",9956
26595,"Pasteur Port",9956
26596,"Chadwick Hub",9956
26597,"Fincke Hub",9956
26598,"Wilcutt Hub",9956
26736,"Florine Terminal",10099
26856,"Seyfert Colony",9977
26857,"Merrill Port",9977
26987,"Archambault Gateway",10164
26988,"Laue Terminal",10164
27042,"Coulomb Station",10243
27043,"Pike Enterprise",10243
27073,"Rawat City",10179
27074,"O'Leary City",10179
27075,"Parry Station",10179
27080,"Haxel Orbital",10248
27081,"Shepard Enterprise",10248
27082,"Torricelli Terminal",10248
27125,"Russell Horizons",10127
27126,"Henderson Horizons",10127
27155,"Sheffield Dock",10063
27156,"Hausdorff Settlement",10063
27248,"Bode Port",10082
27249,"Verrier Legacy",10082
27358,"Bobko Mines",10157
27359,"Crouch Stop",10157
27364,"Stefansson Orbital",9994
27365,"Auer Ring",9994
27366,"Sekelj Ring",9994
27395,"Wright Dock",10061
27530,"Rodrigues Settlement",10216
27547,"Cook Prospect",10108
27548,"Sheffield Settlement",10108
27554,"Morrison Hub",10104
27555,"Maire Settlement",10104
27617,"Yaping Gateway",10056
27618,"Rzeppa Enterprise",10056
27619,"Bramah Terminal",10056
27692,"Ehrenfried Kegel Settlement",9953
27700,"Dingle Terminal",10000
27701,"Donaldson Mine",10095
27702,"Weber's Claim",10095
28166,"Dreyer Relay",9974
28196,"Auzout Terminal",9961
28197,"Kaiser's Claim",9961
28244,"Cartier's Inheritance",10171
28245,"Hartog Relay",10171
28283,"Oshima Port",10218
